YEAR,WHYMOVE,MIGSTA1
2017,To establish own household,Missouri
2017,Other job-related reason,Missouri
2017,New job or job transfer,Illinois
2017,New job or job transfer,Missouri
2017,New job or job transfer,Missouri
2017,New job or job transfer,Virginia
2017,New job or job transfer,Virginia
2017,New job or job transfer,Virginia
2017,New job or job transfer,Missouri
2017,New job or job transfer,Missouri
2017,New job or job transfer,Missouri
2017,New job or job transfer,Missouri
2017,New job or job transfer,Missouri
2017,New job or job transfer,Missouri
2017,Other housing reason,Tennessee
2017,Wanted new or better housing,Massachusetts
2017,"Wanted to own home, not rent",Massachusetts
2017,Health reasons,Massachusetts
2017,Health reasons,Massachusetts
2017,New job or job transfer,Georgia
2017,New job or job transfer,Massachusetts
2017,To establish own household,Pennsylvania
2017,For easier commute,Maryland
2017,Other family reason,Florida
2017,For cheaper housing,Georgia
2017,Retired,Maryland
2017,Other family reason,Georgia
2017,Retired,Florida
2017,Retired,Florida
2017,Retired,Florida
2017,New job or job transfer,Oregon
2017,New job or job transfer,Oregon
2017,Other family reason,Georgia
2017,Other family reason,Pennsylvania
2017,Other family reason,Pennsylvania
2017,Other family reason,Pennsylvania
2017,For cheaper housing,Pennsylvania
2017,New job or job transfer,District of Columbia
2017,New job or job transfer,District of Columbia
2017,New job or job transfer,District of Columbia
2017,New job or job transfer,District of Columbia
2017,New job or job transfer,Pennsylvania
2017,New job or job transfer,Pennsylvania
2017,Wanted new or better housing,Delaware
2017,New job or job transfer,Florida
2017,New job or job transfer,Florida
2017,New job or job transfer,Florida
2017,"Wanted to own home, not rent",District of Columbia
2017,Health reasons,District of Columbia
2017,Health reasons,District of Columbia
2017,Wanted new or better housing,District of Columbia
2017,Health reasons,District of Columbia
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,Other job-related reason,Massachusetts
2017,Other job-related reason,Massachusetts
2017,Other job-related reason,Massachusetts
2017,Other job-related reason,Massachusetts
2017,Health reasons,Virginia
2017,Health reasons,District of Columbia
2017,Other housing reason,Texas
2017,For cheaper housing,District of Columbia
2017,For cheaper housing,District of Columbia
2017,For cheaper housing,District of Columbia
2017,Wanted new or better housing,New York
2017,Wanted new or better housing,New York
2017,Wanted new or better housing,New York
2017,Wanted new or better housing,New York
2017,Wanted new or better housing,New York
2017,Wanted new or better housing,New York
2017,Other housing reason,District of Columbia
2017,Health reasons,Virginia
2017,New job or job transfer,Connecticut
2017,Other reasons,Virginia
2017,To look for work or lost job,Kentucky
2017,New job or job transfer,Arizona
2017,To look for work or lost job,North Carolina
2017,Wanted new or better housing,Virginia
2017,New job or job transfer,Pennsylvania
2017,New job or job transfer,Washington
2017,New job or job transfer,Washington
2017,New job or job transfer,Washington
2017,New job or job transfer,Washington
2017,For easier commute,Virginia
2017,New job or job transfer,Alaska
2017,Wanted new or better housing,Virginia
2017,Change in marital status,California
2017,New job or job transfer,Texas
2017,New job or job transfer,Hawaii
2017,New job or job transfer,Hawaii
2017,Wanted better neighborhood,Hawaii
2017,New job or job transfer,Minnesota
2017,New job or job transfer,Wisconsin
2017,To establish own household,Maryland
2017,For easier commute,Hawaii
2017,To look for work or lost job,North Carolina
2017,To look for work or lost job,North Carolina
2017,Other housing reason,Virginia
2017,New job or job transfer,Illinois
2017,New job or job transfer,Illinois
2017,Other housing reason,Virginia
2017,New job or job transfer,Virginia
2017,New job or job transfer,Virginia
2017,Other family reason,Maryland
2017,Other job-related reason,California
2017,Change in marital status,Virginia
2017,Other job-related reason,California
2017,Other job-related reason,California
2017,For easier commute,Virginia
2017,New job or job transfer,Pennsylvania
2017,New job or job transfer,New York
2017,New job or job transfer,Indiana
2017,Other reasons,Virginia
2017,Other reasons,Virginia
2017,For easier commute,Virginia
2017,"Wanted to own home, not rent",Maryland
2017,New job or job transfer,New York
2017,New job or job transfer,New York
2017,Other reasons,New York
2017,For easier commute,Maryland
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,New job or job transfer,Georgia
2017,New job or job transfer,New York
2017,New job or job transfer,New York
2017,New job or job transfer,New York
2017,New job or job transfer,Mississippi
2017,New job or job transfer,North Carolina
2017,New job or job transfer,North Carolina
2017,Wanted better neighborhood,North Carolina
2017,Attend/leave college,New York
2017,Other housing reason,New York
2017,Other housing reason,New York
2017,New job or job transfer,New York
2017,New job or job transfer,New York
2017,New job or job transfer,New York
2017,Other reasons,Illinois
2017,New job or job transfer,New Jersey
2017,New job or job transfer,Alaska
2017,Wanted new or better housing,Maryland
2017,Wanted new or better housing,Maryland
2017,Wanted new or better housing,Maryland
2017,Wanted new or better housing,Maryland
2017,Wanted new or better housing,Maryland
2017,For easier commute,Virginia
2017,Attend/leave college,Michigan
2017,For easier commute,Virginia
2017,To establish own household,Maryland
2017,Wanted new or better housing,Maryland
2017,Wanted new or better housing,Maryland
2017,Wanted new or better housing,Maryland
2017,New job or job transfer,Massachusetts
2017,Change in marital status,Massachusetts
2017,Change in marital status,Massachusetts
2017,Wanted new or better housing,Massachusetts
2017,New job or job transfer,California
2017,New job or job transfer,Maryland
2017,Attend/leave college,Pennsylvania
2017,New job or job transfer,South Carolina
2017,Other job-related reason,New Jersey
2017,To establish own household,New York
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,Other reasons,New York
2017,To look for work or lost job,Maryland
2017,To look for work or lost job,Maryland
2017,To look for work or lost job,Maryland
2017,To look for work or lost job,Maryland
2017,To look for work or lost job,Maryland
2017,New job or job transfer,Maryland
2017,Other family reason,North Carolina
2017,New job or job transfer,New York
2017,Wanted new or better housing,Maryland
2017,Other family reason,Georgia
2017,New job or job transfer,New York
2017,New job or job transfer,New York
2017,For cheaper housing,California
2017,Change in marital status,New York
2017,Other job-related reason,Alabama
2017,Other job-related reason,Alabama
2017,New job or job transfer,California
2017,New job or job transfer,Massachusetts
2017,Change in marital status,Texas
2017,New job or job transfer,Connecticut
2017,New job or job transfer,Connecticut
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,New job or job transfer,Pennsylvania
2017,New job or job transfer,Pennsylvania
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,New job or job transfer,California
2017,Other family reason,Texas
2017,New job or job transfer,Texas
2017,Other reasons,Maryland
2017,Other reasons,Maryland
2017,Other family reason,New York
2017,Other family reason,New York
2017,"Wanted to own home, not rent",New York
2017,"Wanted to own home, not rent",New York
2017,Other family reason,Alabama
2017,New job or job transfer,Massachusetts
2017,New job or job transfer,Massachusetts
2017,New job or job transfer,Massachusetts
2017,Attend/leave college,Florida
2017,New job or job transfer,Illinois
2017,New job or job transfer,Illinois
2017,New job or job transfer,Illinois
2017,Wanted new or better housing,Texas
2017,For cheaper housing,Texas
2017,For cheaper housing,Texas
2017,To look for work or lost job,South Carolina
2017,New job or job transfer,Pennsylvania
2017,New job or job transfer,Pennsylvania
2017,New job or job transfer,Hawaii
2017,New job or job transfer,Hawaii
2017,New job or job transfer,Hawaii
2017,New job or job transfer,Hawaii
2017,To look for work or lost job,Florida
2017,To look for work or lost job,Florida
2017,"Wanted to own home, not rent",Florida
2017,Health reasons,Virginia
2017,Health reasons,Virginia
2017,Attend/leave college,Pennsylvania
2017,New job or job transfer,Maryland
2017,Other family reason,Iowa
2017,Other family reason,Iowa
2017,Other family reason,Iowa
2017,Other family reason,Iowa
2017,For cheaper housing,Maryland
2017,For cheaper housing,Iowa
2017,For cheaper housing,Iowa
2017,For cheaper housing,Iowa
2017,For cheaper housing,Iowa
2017,For cheaper housing,Iowa
2017,For cheaper housing,Iowa
2017,For cheaper housing,Iowa
2017,For cheaper housing,Iowa
2017,New job or job transfer,Kentucky
2017,New job or job transfer,Kentucky
2017,Other housing reason,Kentucky
2017,Health reasons,New Jersey
2017,Other housing reason,New Jersey
2017,Other family reason,South Carolina
2017,Other family reason,South Carolina
2017,Other family reason,South Carolina
2017,Other family reason,South Dakota
2017,Attend/leave college,Utah
2017,Attend/leave college,Utah
2017,Attend/leave college,Utah
2017,Attend/leave college,Utah
2017,Attend/leave college,Utah
2017,Health reasons,New Hampshire
2017,To establish own household,Ohio
2017,Other family reason,Ohio
2017,Other family reason,Ohio
2017,Other family reason,Ohio
2017,Change in marital status,Missouri
2017,Change in marital status,Missouri
2017,Change in marital status,Missouri
2017,Change in marital status,Kentucky
2017,Change in marital status,Kentucky
2017,Attend/leave college,Ohio
2017,Attend/leave college,Ohio
2017,To establish own household,West Virginia
2017,To establish own household,West Virginia
2017,To establish own household,West Virginia
2017,Attend/leave college,South Carolina
2017,Attend/leave college,South Carolina
2017,New job or job transfer,South Dakota
2017,Wanted new or better housing,South Dakota
2017,Wanted new or better housing,South Dakota
2017,Wanted new or better housing,South Dakota
2017,Wanted new or better housing,South Dakota
2017,Wanted new or better housing,South Dakota
2017,Wanted new or better housing,South Dakota
2017,New job or job transfer,South Carolina
2017,Retired,Maryland
2017,Retired,Maryland
2017,Other reasons,Connecticut
2017,Other reasons,Connecticut
2017,Other reasons,Connecticut
2017,Other reasons,Connecticut
2017,Other reasons,South Dakota
2017,Other reasons,South Dakota
2017,Other reasons,South Dakota
2017,New job or job transfer,Maryland
2017,Other reasons,Connecticut
2017,Other reasons,Connecticut
2017,Other reasons,Connecticut
2017,Other reasons,Connecticut
2017,For cheaper housing,Colorado
2017,New job or job transfer,Illinois
2017,New job or job transfer,Illinois
2017,New job or job transfer,Illinois
2017,Other family reason,Florida
2017,Other family reason,Florida
2017,New job or job transfer,Indiana
2017,New job or job transfer,Indiana
2017,For easier commute,South Carolina
2017,Wanted new or better housing,South Carolina
2017,To establish own household,South Carolina
2017,To establish own household,South Carolina
